stationid,neighborhood,boro,zipcode,station name,latitude,longitude
3178,Upper West Side,Manhattan,10024,Riverside Dr & W 78 St,40.78414472,-73.98362492
3177,Upper West Side,Manhattan,10024,W 84 St & Broadway,40.7867947,-73.977112
3373,,Brooklyn,11215,3 St & 3 Ave,40.6750705,-73.98775226
282,,Brooklyn,11249,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494
485,Midtown South,Manhattan,10018,W 37 St & 5 Ave,40.75038009,-73.98338988
3739,West Village,Manhattan,10014,Perry St & Greenwich Ave,40.735918,-74.000939
298,,Brooklyn,11227,3 Ave & Schermerhorn St,40.68683208,-73.9796772
3728,Brooklyn Heights,Brooklyn,11201,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389
412,Chinatown,Manhattan,10002,Forsyth St & Canal St,40.7158155,-73.99422366
410,Lower East Side,Manhattan,10002,Suffolk St & Stanton St,40.72066442,-73.98517977
3259,Chelsea,Manhattan,10001,9 Ave & W 28 St,40.74937024193277,-73.99923384189606
3618,Long Island City,Queens,11101,27 St & Hunter St,40.7485,-73.941275
284,West Village,Manhattan,10014,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103
4020,Harlem,Manhattan,10039,Bradhurst Ave & W 148 St,40.825125,-73.941616
3053,,Brooklyn,11216,Marcy Ave & Lafayette Ave,40.6900815,-73.947915
3749,Murray Hill,Manhattan,10016,Lexington Ave & E 36 St,40.7475739589548,-73.9788007736206
343,,Brooklyn,11205,Clinton Ave & Flushing Ave,40.69794,-73.96986848
3876,Ridgewood,Queens,11385,Forest Ave & Summerfield St,40.69922,-73.89795
320,Tribeca,Manhattan,10013,Leonard St & Church St,40.717571,-74.005549
3256,Hudson Square,Manhattan,10282,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603
3599,,Brooklyn,11225,Franklin Ave & Empire Blvd,40.66314,-73.9605695
281,Midtown,Manhattan,10153,Grand Army Plaza & Central Park S,40.7643971,-73.97371465
3232,Downtown Brooklyn,Brooklyn,11231,Bond St & Fulton St,40.68962188790333,-73.98304268717766
361,Chinatown,Manhattan,10002,Allen St & Hester St,40.71605866,-73.99190759
4007,Hamilton Heights,Manhattan,10031,Riverside Dr & W 138 St,40.823168,-73.955857
3313,Park Slope,Brooklyn,11215,6 Ave & 12 St,40.6663181,-73.9854617
4043,Upper West Side,Manhattan,10024,W 78 St & Amsterdam Ave,40.782535857724106,-73.97908508777618
400,Lower East Side,Manhattan,10002,Pitt St & Stanton St,40.71926081,-73.98178024
394,East Village,Manhattan,10009,E 9 St & Avenue C,40.72521311,-73.97768752
3740,SoHo,Manhattan,10012,W Broadway & W Houston St,40.726378,-74.000472
3374,,Manhattan,10026,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613
3608,Long Island City,Queens,11101,5 St & 51 Ave,40.7423737,-73.9566
3533,Harlem,Manhattan,10027,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776
3148,Yorkville,Manhattan,10028,E 84 St & 1 Ave,40.77565541,-73.95068615
317,East Village,Manhattan,10009,E 6 St & Avenue B,40.72453734,-73.98185424
4045,Upper West Side,Manhattan,100,West End Ave & W 60 St,40.77237,-73.99005
247,West Village,Manhattan,10014,Perry St & Bleecker St,40.73535398,-74.00483091
238,West Village,Manhattan,10014,Bank St & Washington St,40.7361967,-74.00859207
3425,East Harlem,Manhattan,10029,2 Ave & E 104 St,40.7892105,-73.94370784
3502,East Harlem,Manhattan,10029,Lexington Ave & E 111 St,40.7954121,-73.9441232
383,West Village,Manhattan,10014,Greenwich Ave & Charles St,40.735238,-74.000271
380,West Village,Manhattan,10014,W 4 St & 7 Ave S,40.73401143,-74.00293877
469,Theater District,Manhattan,10107,Broadway & W 53 St,40.76344058,-73.98268129
2010,SoHo,Manhattan,10013,Grand St & Greene St,40.72170005235607,-74.00238141417502
3929,Bronx County,The Bronx,10454,Willis Ave & E 141 St,40.81093,-73.921606
3920,East Harlem,Manhattan,10037,E 132 St & Madison Ave,40.810224,-73.937195
3623,Morningside Heights,Manhattan,10027,W 120 St & Claremont Ave,40.8109494,-73.9634
3504,East Harlem,Manhattan,10035,E 123 St & Lexington Ave,40.8029263,-73.9379
3930,Bronx County,The Bronx,10454,E 142 St & 3 Ave,40.812735,-73.923697
3163,,Manhattan,10023,Central Park West & W 68 St,40.7734066,-73.97782542
377,Hudson Square,Manhattan,10005,6 Ave & Canal St,40.72243797,-74.00566443
3846,Bushwick,Brooklyn,11221,Central Ave & Himrod St,40.69676,-73.92302
331,Two Bridges,Manhattan,10002,Pike St & Monroe St,40.71173107,-73.99193043
3411,Boerum Hill Historic District,Brooklyn,11217,Bond St & Bergen St,40.6849668,-73.98620772
3129,Long Island City,Queens,11101,Queens Plaza North & Crescent St,40.75110165,-73.94073717
3799,Herald Square,Manhattan,10120,6 Ave & W 34 St,40.74964,-73.98805
83,Prospect Heights,Brooklyn,11208,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328
3397,Carroll Gardens,Brooklyn,11231,Court St & Nelson St,40.6763947,-73.99869893
3862,Bushwick,Brooklyn,11237,Linden St & Knickerbocker Ave,40.69714,-73.91566
481,Williamsburg,Brooklyn,11211,S 3 St & Bedford Ave,40.71260486,-73.96264403
3357,Manhattan Valley,Manhattan,10025,W 106 St & Amsterdam Ave,40.8008363,-73.9664492472
3338,Lenox Hill,Manhattan,10028,2 Ave & E 99 St,40.7862586,-73.94552579
3072,,Brooklyn,11222,Leonard St & Boerum St,40.70583339,-73.94644578
3454,Greenpoint,Brooklyn,11206,Leonard St & Maujer St,40.7103685423523,-73.94705951213837
448,Hudson Yards,Manhattan,10018,W 37 St & 10 Ave,40.75660359,-73.9979009
3778,Bushwick,Brooklyn,11237,Irving Ave & DeKalb Ave,40.7027,-73.92095
495,Hell's Kitchen,Manhattan,10036,W 47 St & 10 Ave,40.76269882,-73.99301222
3977,Bronx County,The Bronx,10455,Prospect Ave & Longwood Ave,40.81899,-73.90202
3588,Astoria,Queens,11106,Vernon Blvd & 10 St,40.7671863,-73.9373554
3379,East Harlem,Manhattan,10029,E 103 St & Lexington Ave,40.7903051,-73.94755757
3069,,Brooklyn,11221,Lorimer St & Broadway,40.70411791,-73.94818595
3167,Upper West Side,Manhattan,10023,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842
509,Chelsea,Manhattan,10001,9 Ave & W 22 St,40.7454973,-74.00197139
3540,Morningside Heights,Manhattan,10027,Morningside Ave & W 123 St,40.81,-73.9551508
435,Chelsea,Manhattan,10011,W 21 St & 6 Ave,40.74173969,-73.99415556
397,Fort Greene,Brooklyn,11207,Fulton St & Clermont Ave,40.68415748,-73.96922273
401,Lower East Side,Manhattan,10002,Allen St & Rivington St,40.72019576,-73.98997825
308,Civic Center,Manhattan,10038,St James Pl & Oliver St,40.71307916,-73.99851193
3507,East Harlem,Manhattan,10037,Park Ave & E 124 St,40.8045555,-73.9396861
3782,DUMBO,Brooklyn,11201,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178
3600,Steinway,Queens,11103,31 Ave & Steinway St,40.7611488,-73.9170071
3584,Eastern Parkway,Brooklyn,11213,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801
3400,East Harlem,Manhattan,10029,E 110 St & Madison Ave,40.7961535,-73.94782145
3658,Chelsea,Manhattan,10011,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472
408,Two Bridges,Manhattan,10002,Market St & Cherry St,40.71076228,-73.99400398
3399,Park Slope,Brooklyn,11215,7 St & 3 Ave,40.67260298150126,-73.98983001708984
3358,Park Slope,Brooklyn,11215,Garfield Pl & 8 Ave,40.6711978,-73.97484126
545,Stuy Town,Manhattan,10010,E 23 St & 1 Ave,40.736502,-73.97809472
3430,Greenpoint,Brooklyn,11222,Richardson St & N Henry St,40.71907891179564,-73.94223690032959
4001,Harlem,Manhattan,10039,Lenox Ave & W 146 St,40.821111,-73.935971
3988,East Harlem,Manhattan,10035,E 128 St & 3 Ave,40.805631,-73.934077
3243,Midtown East,Manhattan,10022,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478
3516,,Queens,11102,31 St & Astoria Blvd,40.7699176,-73.9184057
3878,Ridgewood,Queens,11385,Cypress Ave & George St,40.69812,-73.90271
3161,Upper West Side,Manhattan,10023,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719
332,Lower East Side,Manhattan,10002,Cherry St,40.71219906,-73.97948148
423,Hell's Kitchen,Manhattan,10019,W 54 St & 9 Ave,40.76584941,-73.98690506
3166,Upper West Side,Manhattan,10023,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449
3616,Steinway,Queens,11103,Steinway St & 28 Ave,40.7656251,-73.9136695
411,East Village,Manhattan,10009,E 6 St & Avenue D,40.72228087,-73.97668709
344,Bedford-Stuyvesant,Brooklyn,11221,Monroe St & Bedford Ave,40.6851443,-73.95380904
3409,Cobble Hill Historic District,Brooklyn,11201,Bergen St & Smith St,40.6867443,-73.99063168
3842,,Brooklyn,11221,Bushwick Ave & Dekalb Ave,40.69502,-73.92825
3906,Battery Park City,Manhattan,10281,West St & Liberty St,40.711444,-74.014847
437,Bedford-Stuyvesant,Brooklyn,11233,Macon St & Nostrand Ave,40.6809833854,-73.9500479759
3629,Harlem,Manhattan,10039,Adam Clayton Powell Blvd & W 126 St,40.80949534777948,-73.94776493310928
3122,Long Island City,Queens,11109,48 Ave & 5 St,40.74436328706688,-73.9558732509613
3959,Harlem,Manhattan,10030,Edgecombe Ave & W 145 St,40.823498,-73.94386
3918,East Village,Manhattan,10009,Avenue D & E 8 St,40.72387,-73.975767
4013,Sugar Hill,Manhattan,10031,Convent Ave & W 151 St,40.82831,-73.942924
466,Flatiron District,Manhattan,10001,W 25 St & 6 Ave,40.74395411,-73.99144871
3537,Prospect Heights,Brooklyn,11238,Carlton Ave & Dean St,40.6809741,-73.9710097
3734,Midtown East,Manhattan,10022,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658
438,East Village,Manhattan,10003,St Marks Pl & 1 Ave,40.72779126,-73.98564945
534,Financial District,Manhattan,10004,Water - Whitehall Plaza,40.70255065,-74.0127234
3288,Yorkville,Manhattan,10128,E 88 St & 1 Ave,40.778301,-73.9488134
217,DUMBO,Brooklyn,11201,Old Fulton St,40.70277159,-73.99383605
3927,Harlem,Manhattan,10030,Lenox Ave & W 133 St,40.81296,-73.941878
3745,,Queens,11106,36 Ave & 31 St,40.75651272984955,-73.92957486212252
323,Downtown Brooklyn,Brooklyn,11201,Lawrence St & Willoughby St,40.69236178,-73.98631746
3307,Upper West Side,Manhattan,10025,West End Ave & W 94 St,40.7941654,-73.974124
3817,Williamsburg,Brooklyn,11211,Withers St & Kingsland Ave,40.71773,-73.94051
3414,Park Slope,Brooklyn,11213,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923
454,Turtle Bay,Manhattan,10022,E 51 St & 1 Ave,40.75455731,-73.96592976
3582,Prospect Heights,Brooklyn,11238,Lincoln Pl & Classon Ave,40.6721683,-73.9609
4062,Washington Heights,Manhattan,10033,Amsterdam Ave & W 175 St,40.844044,-73.933651
453,Chelsea,Manhattan,10011,W 22 St & 8 Ave,40.74475148,-73.99915362
3544,Prospect Heights,Brooklyn,11238,Underhill Ave & Pacific St,40.6804836,-73.9646795
3707,Kips Bay,Manhattan,10037,Lexington Ave & E 26 St,40.741459,-73.983293
3366,Upper West Side,Manhattan,10025,West End Ave & W 107 St,40.8021174,-73.9681805305
3783,Financial District,Manhattan,10038,Cliff St & Fulton St,40.70838,-74.00495
3871,Broadway Junction,Brooklyn,11207,Bushwick Ave & Furman Ave,40.68281,-73.90623
3987,Bronx County,The Bronx,10455,E 149 St & Jackson Ave,40.813135,-73.909235
3766,,Brooklyn,11211,Sharon St & Olive St,40.715353,-73.93856
446,Chelsea,Manhattan,10011,W 24 St & 7 Ave,40.74487634,-73.99529885
3887,Ridgewood,Queens,11385,Flushing Ave & Woodward Ave,40.71246,-73.91873
360,Financial District,Manhattan,10045,William St & Pine St,40.70717936,-74.00887308
3712,Hudson Yards,Manhattan,10001,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889
3350,Manhattan Valley,Manhattan,10025,W 100 St & Broadway,40.7973721,-73.97041192
3945,Hamilton Heights,Manhattan,10031,Amsterdam Ave & W 136 St,40.819746,-73.951819
508,Hell's Kitchen,Manhattan,10036,W 46 St & 11 Ave,40.76341379,-73.99667444
4088,Bronx County,The Bronx,10452,Nelson Ave & W 172 St,40.843965,-73.920999
3882,Ridgewood,Queens,11385,Norman St & Wyckoff Ave,40.69517,-73.90311
515,Hell's Kitchen,Manhattan,10036,W 43 St & 10 Ave,40.76009437,-73.99461843
257,Tribeca,Manhattan,10013,Lispenard St & Broadway,40.71939226,-74.00247214
3541,Morningside Heights,Manhattan,10027,Amsterdam Ave & W 125 St,40.813358,-73.956461
474,NoMad,Manhattan,10035,5 Ave & E 29 St,40.7451677,-73.98683077
3067,,Brooklyn,11207,Broadway & Whipple St,40.7016657,-73.9437303
3978,Bronx County,The Bronx,10456,Cauldwell Ave & E 161 St,40.82188,-73.907521
3718,Alphabet City,Manhattan,10009,E 11 St & Avenue B,40.72746420692392,-73.97950418293476
3522,Steinway,Queens,11101,37 St & 24 Ave,40.7701477,-73.9120938
3812,Greenwich Village,Manhattan,10003,University Pl & E 14 St,40.734814,-73.992085
3735,Hudson Yards,Manhattan,10001,W 30 St & 10 Ave,40.752694,-74.002353
4002,Harlem,Manhattan,10030,W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249
480,Hell's Kitchen,Manhattan,10019,W 53 St & 10 Ave,40.76669671,-73.99061728
502,Lower East Side,Manhattan,10002,Henry St & Grand St,40.714211,-73.981095
3052,,Brooklyn,11221,Lewis Ave & Madison St,40.686312,-73.935775
3833,Bushwick,Brooklyn,11221,Madison St & Evergreen Ave,40.69122,-73.91693
3384,Boerum Hill,Brooklyn,11231,Smith St & 3 St,40.6787242,-73.99599099
4124,,Manhattan,10025,Central Park W & W 91 St,40.78866499127884,-73.96680057048798
3390,East Harlem,Manhattan,10029,E 109 St & 3 Ave,40.79329668,-73.9432083
396,,Brooklyn,11216,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392
254,Greenwich Village,Manhattan,10014,W 11 St & 6 Ave,40.73532427,-73.99800419
3598,,Queens,11103,Newton Rd & 44 St,40.7595701,-73.9142678
3526,Steinway,Queens,11105,31 St & 23 Ave,40.7747878,-73.9125551
3076,Williamsburg,Brooklyn,11206,Scholes St & Manhattan Ave,40.70870368,-73.9448625
2009,Two Bridges,Manhattan,10038,Catherine St & Monroe St,40.71117444,-73.99682619
3105,Greenpoint,Brooklyn,11222,N 15 St & Wythe Ave,40.724055,-73.955736
3840,Ridgewood,Brooklyn,11237,Putnam Ave & Wyckoff Ave,40.69811,-73.90904
440,Turtle Bay,Manhattan,10017,E 45 St & 3 Ave,40.75255434,-73.97282625
359,Midtown East,Manhattan,10022,E 47 St & Park Ave,40.75510267,-73.97498696
3984,Hamilton Heights,Manhattan,10031,W 140 St & Riverside Dr,40.824013,-73.954743
3378,Upper East Side,Manhattan,10021,E 76 St & Park Ave,40.773763,-73.96222088
3824,Broadway Junction,Brooklyn,11207,Van Sinderen Ave & Truxton St,40.6786,-73.90369
295,Chinatown,Manhattan,10002,Pike St & E Broadway,40.71406667,-73.99293911
3874,Ridgewood,Queens,11385,Menahan St & Seneca Ave,40.70461,-73.91054
3536,Morningside Heights,Manhattan,10027,W 116 St & Broadway,40.8082,-73.9641
3106,Greenpoint,Brooklyn,11211,Driggs Ave & N Henry St,40.72325,-73.94308
3513,Astoria,Queens,11106,21 St & Hoyt Ave S,40.774645,-73.923706
3510,Harlem,Manhattan,10027,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373
3973,Sugar Hill,Manhattan,10031,St Nicholas Ave & W 150 St,40.827212,-73.942722
4075,Upper West Side,Manhattan,10024,Central Park West & W 85 St,40.78476,-73.969862
3759,,Brooklyn,11237,Irving Ave & Jefferson St,40.70538,-73.92535
3532,,Queens,11105,Ditmars Blvd & 19 St,40.78145,-73.9183302
3336,East Harlem,Manhattan,10129,E 97 St & Madison Ave,40.787801,-73.953559
229,NoHo,Manhattan,10012,Great Jones St,40.72743423,-73.99379025
3953,Harlem,Manhattan,10039,W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413
3044,,Brooklyn,11216,Albany Ave & Fulton St,40.6800105,-73.938475
3570,,Queens,11101,35 Ave & 37 St,40.7557327,-73.9236611
3733,Stuy Town,Manhattan,10009,Avenue C & E 18 St,40.730563,-73.973984
3169,Upper West Side,Manhattan,10024,Riverside Dr & W 82 St,40.78720869,-73.98128127
3999,Harlem,Manhattan,10030,Adam Clayton Powell Blvd & W 138 St,40.81695971032464,-73.9422959089279
3785,Theater District,Manhattan,10019,W 42 St & 6 Ave,40.75492,-73.98455
540,Rose Hill,Manhattan,10037,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922
3085,Williamsburg,Brooklyn,11211,Roebling St & N 4 St,40.71469,-73.95739
3319,Park Slope,Brooklyn,11215,14 St & 5 Ave,40.666287,-73.98895053
3331,Upper West Side,Manhattan,10025,Riverside Dr & W 104 St,40.8013434,-73.9711457439
3604,Brooklyn Community District 17,Brooklyn,11225,Rogers Ave & Sterling St,40.6630619,-73.9538746
3236,Hell's Kitchen,Manhattan,10036,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188
4085,Bronx County,The Bronx,10456,Grand Concourse & E 171 St,40.839549,-73.913004
3539,Morningside Heights,Manhattan,,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
3124,Long Island City,Queens,11101,46 Ave & 5 St,40.74731,-73.95451
3585,,Brooklyn,11225,Union St & Bedford Ave,40.6691783,-73.9554162
3490,East Harlem,Manhattan,10035,E 116 St & 2 Ave,40.796879,-73.937261
301,East Village,Manhattan,10009,E 2 St & Avenue B,40.72217444,-73.98368779
3803,,Brooklyn,11225,Bedford Ave & Montgomery St,40.665816,-73.956934
3171,Upper West Side,Manhattan,10024,Amsterdam Ave & W 82 St,40.78524672,-73.97667321
228,Turtle Bay,Manhattan,10017,E 48 St & 3 Ave,40.7546011026,-73.971878855
267,Garment District,Manhattan,10019,Broadway & W 36 St,40.75097711,-73.98765428
3798,Midtown South,Manhattan,10018,W 40 St & 5 Ave,40.752269,-73.982079
4023,Harlem,Manhattan,10030,Adam Clayton Powell Blvd & W 141 St,40.819241,-73.941057
4029,Bronx County,The Bronx,10451,Courtlandt Ave & E 149 St,40.816402,-73.919549
351,Financial District,Manhattan,10045,Front St & Maiden Ln,40.70530954,-74.00612572
3819,,Brooklyn,11222,Green St & McGuinness Blvd,40.73396,-73.95204
4015,Harlem,Manhattan,10039,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996
4070,Hudson Heights,Manhattan,10033,W 180 St & Ft Washington Ave,40.849972,-73.938423
3592,Astoria,Queens,11106,Crescent St & Broadway,40.7633589,-73.9286471
3499,East Harlem,Manhattan,10035,2 Ave & E 122 St,40.8006721,-73.9349
3140,Yorkville,Manhattan,10075,1 Ave & E 78 St,40.77140426,-73.9535166
3602,,Queens,11369,31 Ave & 34 St,40.763154,-73.920827
3992,Washington Heights,Manhattan,10032,W 169 St & Fort Washington Ave,40.8428422,-73.9421253
4051,Washington Heights,Manhattan,10032,W 160 St & St. Nicholas Ave,40.834468,-73.939865
3919,Financial District,Manhattan,10005,Wall St & South St,40.70437,-74.00637
3867,Broadway Junction,Brooklyn,11233,Somers St & Broadway,40.67945,-73.90474
3538,Morningside Heights,Manhattan,10025,W 110 St & Amsterdam Ave,40.802692,-73.96295
4076,,The Bronx,10451,E 150 St & Gerard Ave,40.820089,-73.928947
3828,,Brooklyn,11207,Eldert St & Bushwick Ave,40.68652,-73.91321
3881,Manhattanville,Manhattan,10027,12 Ave & W 125 St,40.818299,-73.960405
3902,Ridgewood,Queens,11385,Fairview Ave & Linden St,40.70694,-73.90632
482,Chelsea,Manhattan,10011,W 15 St & 7 Ave,40.73935542,-73.99931783
3714,,Brooklyn,11249,Division Ave & Hooper St,40.70684203101325,-73.9544353965357
3968,Bronx County,The Bronx,10455,Prospect Ave & E 151 St,40.814232,-73.903927
3637,Prospect Heights,Brooklyn,11238,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351
3950,,The Bronx,10454,Brook Ave & E 141 St,40.809619,-73.917875
393,East Village,Manhattan,10009,E 5 St & Avenue C,40.72299208,-73.97995466
3074,,Brooklyn,11206,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171
3542,Morningside Heights,Manhattan,10115,Amsterdam Ave & W 119 St,40.8086249,-73.9596214
470,Chelsea,Manhattan,10011,W 20 St & 8 Ave,40.74345335,-74.00004031
456,Midtown East,Manhattan,10055,E 53 St & Madison Ave,40.7597108,-73.97402311
528,Kips Bay,Manhattan,10016,2 Ave & E 31 St,40.74290902,-73.97706058
503,Gramercy,Manhattan,10003,E 20 St & Park Ave,40.73827428,-73.98751968
3077,Williamsburg,Brooklyn,11211,Stagg St & Union Ave,40.70877084,-73.95095259
3527,East Harlem,Manhattan,10035,5 Ave & E 126 St,40.80698,-73.941747
3554,,Queens,11101,Vernon Blvd & 41 Rd,40.7552433,-73.9485678
4116,Bronx County,The Bronx,10452,Gerard Ave & E 164 St,40.830262,-73.923391
3060,,Brooklyn,11221,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915
3144,Upper East Side,Manhattan,10028,E 81 St & Park Ave,40.77677702,-73.9590097
4104,Manhattanville,Manhattan,10027,Old Broadway & W 133 St,40.818212,-73.955277
321,DUMBO,Brooklyn,11201,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773
3297,Park Slope,Brooklyn,11215,6 St & 7 Ave,40.6686627,-73.97988067
3612,Astoria,Queens,11102,30 Ave & 21 St,40.7703743,-73.9286078
390,Downtown Brooklyn,Brooklyn,11201,Duffield St & Willoughby St,40.69221589,-73.9842844
224,Financial District,Manhattan,10038,Spruce St & Nassau St,40.71146364,-74.00552427
3503,East Harlem,Manhattan,10037,Madison Ave & E 120 St,40.80295,-73.942954
3615,Long Island City,Queens,11101,44 Dr & 21 St,40.748,-73.9460927
3850,,Brooklyn,11237,Jefferson St & Cypress Ave,40.70907,-73.92157
249,Tribeca,Manhattan,10013,Harrison St & Hudson St,40.71870987,-74.0090009
3535,Harlem,Manhattan,10027,Mt Morris Park W & W 120 St,40.804038,-73.945925
493,Theater District,Manhattan,10036,W 45 St & 6 Ave,40.7568001,-73.98291153
3873,Ridgewood,Queens,11385,Madison St & Cypress Ave,40.70068,-73.90742
388,Chelsea,Manhattan,10001,W 26 St & 10 Ave,40.749717753,-74.002950346
3551,East Harlem,Manhattan,10029,3 Ave & E 112 St,40.795508,-73.941606
3048,Bedford-Stuyvesant,Brooklyn,11221,Putnam Ave & Nostrand Ave,40.68402,-73.94977
3996,East Harlem,Manhattan,10035,Lexington Ave & E 128 St,40.806414,-73.936085
3895,Ridgewood,Queens,11385,Cypress Ave & Palmetto St,40.70157340873792,-73.90876293182373
4110,East Village,Manhattan,10009,Avenue D & E 10 St,40.72506551015475,-73.97515833377838
391,Brooklyn Heights,Brooklyn,11201,Clark St & Henry St,40.69760127,-73.99344559
4061,Washington Heights,Manhattan,10032,Fort Washington Ave & W 173 St,40.84522,-73.940493
3848,,Brooklyn,11221,Suydam St & Broadway,40.69544,-73.93223
3951,Bronx County,The Bronx,10454,E 141 St & St Ann's Ave,40.808633,-73.916124
3530,Steinway,Queens,11105,Crescent St & Ditmars Blvd,40.7787185,-73.9145645
3083,,Brooklyn,11207,Bushwick Ave & Powers St,40.71247661,-73.94100005
3301,Upper West Side,Manhattan,10025,Columbus Ave & W 95 St,40.7919557,-73.968087
4109,Fort George,Manhattan,10033,Amsterdam Ave & W 183 St,40.84925,-73.93022
403,East Village,Manhattan,10009,E 2 St & 2 Ave,40.72502876,-73.99069656
3622,East Harlem,Manhattan,10035,E 128 St & Madison Ave,40.80756,-73.939182
3321,Cobble Hill Historic District,Brooklyn,11231,Clinton St & Union St,40.6831164,-73.99785267
3061,,Brooklyn,11206,Throop Ave & Myrtle Ave,40.69622937,-73.94371094
4012,Sugar Hill,Manhattan,10031,W 148 St & Amsterdam Ave,40.827075,-73.945909
350,Lower East Side,Manhattan,10002,Clinton St & Grand St,40.71559509,-73.9870295
3369,Yorkville,Manhattan,10028,E 82 St & East End Ave,40.7724607,-73.9468208
3603,Astoria,Queens,11102,31 Ave & 30 St,40.7647,-73.9240312
3146,Upper East Side,Manhattan,10028,E 81 St & 3 Ave,40.77573034,-73.9567526
3150,Yorkville,Manhattan,10028,E 85 St & York Ave,40.77536905,-73.94803392
128,SoHo,Manhattan,10012,MacDougal St & Prince St,40.72710258,-74.00297088
379,Chelsea,Manhattan,10001,W 31 St & 7 Ave,40.749156,-73.9916
546,Rose Hill,Manhattan,10016,E 30 St & Park Ave S,40.74444921,-73.98303529
3614,Astoria,Queens,11102,Crescent St & 30 Ave,40.768692,-73.9249574
3744,East Village,Manhattan,10009,1 Ave & E 5 St,40.725864,-73.986389
4079,Bronx County,The Bronx,10456,Grant Ave & E 164 St,40.828847,-73.91769
3304,Park Slope,Brooklyn,11215,6 Ave & 9 St,40.668127,-73.98377641
275,Clinton Hill,Brooklyn,11238,Washington Ave & Greene Ave,40.68650065,-73.96563307
3731,Midtown,Manhattan,10111,W 47 St & 6 Ave,40.758397,-73.98255
3063,,Brooklyn,11235,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
3852,,Brooklyn,11237,Stewart Ave & Johnson Ave,40.70869,-73.92587
4099,Bronx County,The Bronx,10456,E 169 St & Webster Ave,40.834015,-73.908863
3763,,Brooklyn,11385,Wyckoff Av & Jefferson St,40.707165,-73.923711
3154,Upper East Side,Manhattan,10075,E 77 St & 3 Ave,40.77314236,-73.95856158
358,West Village,Manhattan,10014,Christopher St & Greenwich St,40.73291553,-74.00711384
150,East Village,Manhattan,10002,E 2 St & Avenue C,40.7208736,-73.98085795
250,Little Italy,Manhattan,10012,Lafayette St & Jersey St,40.72456089,-73.99565293
3671,Yorkville,Manhattan,10028,E 81 St & 2 Ave,40.77477944895728,-73.95427465438843
3359,Upper East Side,Manhattan,10021,E 68 St & Madison Ave,40.7691572,-73.96703464
3478,Greenwood Heights,Brooklyn,11232,2 Ave & 36 St,40.65708866668485,-74.00870203971863
3457,Midtown East,Manhattan,10022,E 58 St & Madison Ave,40.76302594280519,-73.97209525108337
3221,Sunnyside,Queens,11101,47 Ave & 31 St,40.743,-73.93561
3172,Upper West Side,Manhattan,10023,W 74 St & Columbus Ave,40.7785669,-73.97754961
3290,Yorkville,Manhattan,10128,E 89 St & York Ave,40.7779453,-73.946041
385,Midtown East,Manhattan,10022,E 55 St & 2 Ave,40.75797322,-73.96603308
3649,Manhattanville,Manhattan,10027,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572
525,Hudson Yards,Manhattan,10001,W 34 St & 11 Ave,40.75594159,-74.0021163
3376,Lenox Hill,Manhattan,10065,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505
3605,Astoria,Queens,11369,31 Ave & Crescent St,40.7658346,-73.9265474
4081,Bronx County,The Bronx,10452,Gerard Ave & E 165 St,40.83173,-73.922394
3523,,Queens,11102,24 Ave & 29 St,40.7729,-73.916142
3284,Yorkville,Manhattan,10128,E 88 St & Park Ave,40.781410700190015,-73.95595908164978
3391,East Harlem,Manhattan,10029,E 106 St & 1 Ave,40.7892529,-73.93956237
3529,Harlem,Manhattan,10027,Lenox Ave & W 130 St,40.8107922,-73.9430681
3686,West Village,Manhattan,10014,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871246
